D0,D1,D2,mode,I_rms_sq_original,k
0.09999999999999999,0.9099999999999999,0.49,1,-4391726933333335.0,0.98
0.09999999999999999,0.9099999999999999,0.52,1,-4548306133333325.0,0.98
0.09999999999999999,0.9099999999999999,0.55,1,-4608904533333337.0,0.98
0.09999999999999999,0.9099999999999999,0.58,1,-4573522133333344.0,0.98
0.09999999999999999,0.9099999999999999,0.61,1,-4442158933333325.5,0.98
0.09999999999999999,0.9099999999999999,0.64,1,-4214814933333328.0,0.98
0.09999999999999999,0.9099999999999999,0.6699999999999999,1,-3891490133333325.0,0.98
0.09999999999999999,0.9099999999999999,0.7,1,-3472184533333340.5,0.98
0.09999999999999999,0.9099999999999999,0.73,1,-2956898133333321.0,0.98
0.09999999999999999,0.9099999999999999,0.76,1,-2345630933333340.5,0.98
0.09999999999999999,0.9099999999999999,0.79,1,-1638382933333327.5,0.98
0.09999999999999999,0.94,0.28,1,-609442133333338.0,0.98
0.09999999999999999,0.94,0.31,1,-1437886933333336.0,0.98
0.09999999999999999,0.94,0.33999999999999997,1,-2170350933333325.8,0.98
0.09999999999999999,0.94,0.37,1,-2806834133333331.5,0.98
0.09999999999999999,0.94,0.4,1,-3347336533333330.0,0.98
0.09999999999999999,0.94,0.43,1,-3791858133333330.5,0.98
0.09999999999999999,0.94,0.45999999999999996,1,-4140398933333330.0,0.98
0.09999999999999999,0.94,0.49,1,-4392958933333337.5,0.98
0.09999999999999999,0.94,0.52,1,-4549538133333328.0,0.98
0.09999999999999999,0.94,0.55,1,-4610136533333339.0,0.98
0.09999999999999999,0.94,0.58,1,-4574754133333347.0,0.98
0.09999999999999999,0.94,0.61,1,-4443390933333328.5,0.98
0.09999999999999999,0.94,0.64,1,-4216046933333331.0,0.98
0.09999999999999999,0.94,0.6699999999999999,1,-3892722133333328.0,0.98
0.09999999999999999,0.94,0.7,1,-3473416533333343.5,0.98
0.09999999999999999,0.94,0.73,1,-2958130133333324.0,0.98
0.09999999999999999,0.94,0.76,1,-2346862933333343.5,0.98
0.09999999999999999,0.94,0.79,1,-1639614933333330.5,0.98
0.09999999999999999,0.94,0.82,1,-836386133333338.8,0.98
0.09999999999999999,0.97,0.28,1,-610731733333337.2,0.98
0.09999999999999999,0.97,0.31,1,-1439176533333338.2,0.98
0.09999999999999999,0.97,0.33999999999999997,1,-2171640533333328.0,0.98
0.09999999999999999,0.97,0.37,1,-2808123733333333.5,0.98
0.09999999999999999,0.97,0.4,1,-3348626133333332.0,0.98
0.09999999999999999,0.97,0.43,1,-3793147733333326.5,0.98
0.09999999999999999,0.97,0.45999999999999996,1,-4141688533333326.5,0.98
0.09999999999999999,0.97,0.49,1,-4394248533333334.0,0.98
0.09999999999999999,0.97,0.52,1,-4550827733333324.0,0.98
0.09999999999999999,0.97,0.55,1,-4611426133333336.0,0.98
0.09999999999999999,0.97,0.58,1,-4576043733333343.0,0.98
0.09999999999999999,0.97,0.61,1,-4444680533333324.5,0.98
0.09999999999999999,0.97,0.64,1,-4217336533333327.0,0.98
0.09999999999999999,0.97,0.6699999999999999,1,-3894011733333324.0,0.98
0.09999999999999999,0.97,0.7,1,-3474706133333339.5,0.98
0.09999999999999999,0.97,0.73,1,-2959419733333320.0,0.98
0.09999999999999999,0.97,0.76,1,-2348152533333339.5,0.98
0.09999999999999999,0.97,0.79,1,-1640904533333326.8,0.98
0.09999999999999999,0.97,0.82,1,-837675733333335.0,0.98
0.13,0.33999999999999997,0.19,1,-326040533333331.3,0.98
0.13,0.37,0.19,1,-326158933333331.4,0.98
0.13,0.37,0.22,1,-1254366933333323.2,0.98
0.13,0.4,0.19,1,-326334933333331.44,0.98
0.13,0.4,0.22,1,-1254542933333323.5,0.98
0.13,0.4,0.25,1,-2086770133333338.5,0.98
0.13,0.43,0.19,1,-326568533333331.4,0.98
0.13,0.43,0.22,1,-1254776533333323.2,0.98
0.13,0.43,0.25,1,-2087003733333339.2,0.98
0.13,0.43,0.28,1,-2823250133333327.0,0.98
0.13,0.45999999999999996,0.19,1,-326859733333331.5,0.98
0.13,0.45999999999999996,0.22,1,-1255067733333323.8,0.98
0.13,0.45999999999999996,0.25,1,-2087294933333338.5,0.98
0.13,0.45999999999999996,0.28,1,-2823541333333327.5,0.98
0.13,0.45999999999999996,0.31,1,-3463806933333339.0,0.98
0.13,0.49,0.19,1,-327208533333331.44,0.98
0.13,0.49,0.22,1,-1255416533333323.2,0.98
0.13,0.49,0.25,1,-2087643733333339.2,0.98
0.13,0.49,0.28,1,-2823890133333327.5,0.98
0.13,0.49,0.31,1,-3464155733333339.0,0.98
0.13,0.49,0.33999999999999997,1,-4008440533333328.0,0.98
0.13,0.52,0.19,1,-327614933333331.44,0.98
0.13,0.52,0.22,1,-1255822933333323.5,0.98
0.13,0.52,0.25,1,-2088050133333339.2,0.98
0.13,0.52,0.28,1,-2824296533333328.0,0.98
0.13,0.52,0.31,1,-3464562133333339.5,0.98
0.13,0.52,0.33999999999999997,1,-4008846933333328.5,0.98
0.13,0.52,0.37,1,-4457150933333337.0,0.98
0.13,0.55,0.19,1,-328078933333331.44,0.98
0.13,0.55,0.22,1,-1256286933333323.8,0.98
0.13,0.55,0.25,1,-2088514133333338.5,0.98
0.13,0.55,0.28,1,-2824760533333328.0,0.98
0.13,0.55,0.31,1,-3465026133333339.5,0.98
0.13,0.55,0.33999999999999997,1,-4009310933333328.5,0.98
0.13,0.55,0.37,1,-4457614933333337.0,0.98
0.13,0.55,0.4,1,-4809938133333326.0,0.98
0.13,0.58,0.19,1,-328600533333331.5,0.98
0.13,0.58,0.22,1,-1256808533333323.8,0.98
0.13,0.58,0.25,1,-2089035733333338.5,0.98
0.13,0.58,0.28,1,-2825282133333327.5,0.98
0.13,0.58,0.31,1,-3465547733333339.0,0.98
0.13,0.58,0.33999999999999997,1,-4009832533333328.0,0.98
0.13,0.58,0.37,1,-4458136533333336.5,0.98
0.13,0.58,0.4,1,-4810459733333327.0,0.98
0.13,0.58,0.43,1,-5066802133333336.0,0.98
0.13,0.61,0.19,1,-329179733333331.4,0.98
0.13,0.61,0.22,1,-1257387733333323.8,0.98
0.13,0.61,0.25,1,-2089614933333338.5,0.98
0.13,0.61,0.28,1,-2825861333333327.5,0.98
0.13,0.61,0.31,1,-3466126933333339.0,0.98
0.13,0.61,0.33999999999999997,1,-4010411733333328.0,0.98
0.13,0.61,0.37,1,-4458715733333336.5,0.98
0.13,0.61,0.4,1,-4811038933333327.0,0.98
0.13,0.61,0.43,1,-5067381333333336.0,0.98
0.13,0.61,0.45999999999999996,1,-5227742933333336.0,0.98
0.13,0.64,0.19,1,-329816533333331.5,0.98
0.13,0.64,0.22,1,-1258024533333323.5,0.98
0.13,0.64,0.25,1,-2090251733333338.8,0.98
0.13,0.64,0.28,1,-2826498133333327.0,0.98
0.13,0.64,0.31,1,-3466763733333338.5,0.98
0.13,0.64,0.33999999999999997,1,-4011048533333327.5,0.98
0.13,0.64,0.37,1,-4459352533333335.5,0.98
0.13,0.64,0.4,1,-4811675733333330.0,0.98
0.13,0.64,0.43,1,-5068018133333339.0,0.98
0.13,0.64,0.45999999999999996,1,-5228379733333338.0,0.98
0.13,0.64,0.49,1,-5292760533333327.0,0.98
0.13,0.6699999999999999,0.19,1,-330510933333331.44,0.98
0.13,0.6699999999999999,0.22,1,-1258718933333323.2,0.98
0.13,0.6699999999999999,0.25,1,-2090946133333338.8,0.98
0.13,0.6699999999999999,0.28,1,-2827192533333327.0,0.98
0.13,0.6699999999999999,0.31,1,-3467458133333338.5,0.98
0.13,0.6699999999999999,0.33999999999999997,1,-4011742933333327.5,0.98
0.13,0.6699999999999999,0.37,1,-4460046933333336.0,0.98
0.13,0.6699999999999999,0.4,1,-4812370133333328.0,0.98
0.13,0.6699999999999999,0.43,1,-5068712533333337.0,0.98
0.13,0.6699999999999999,0.45999999999999996,1,-5229074133333337.0,0.98
0.13,0.6699999999999999,0.49,1,-5293454933333326.0,0.98
0.13,0.6699999999999999,0.52,1,-5261854933333340.0,0.98
0.13,0.7,0.19,1,-331262933333331.44,0.98
0.13,0.7,0.22,1,-1259470933333323.5,0.98
0.13,0.7,0.25,1,-2091698133333339.0,0.98
0.13,0.7,0.28,1,-2827944533333326.5,0.98
0.13,0.7,0.31,1,-3468210133333338.0,0.98
0.13,0.7,0.33999999999999997,1,-4012494933333327.0,0.98
0.13,0.7,0.37,1,-4460798933333335.0,0.98
0.13,0.7,0.4,1,-4813122133333329.0,0.98
0.13,0.7,0.43,1,-5069464533333338.0,0.98
0.13,0.7,0.45999999999999996,1,-5229826133333338.0,0.98
0.13,0.7,0.49,1,-5294206933333327.0,0.98
0.13,0.7,0.52,1,-5262606933333341.0,0.98
0.13,0.7,0.55,1,-5135026133333322.0,0.98
0.13,0.73,0.19,1,-332072533333331.44,0.98
0.13,0.73,0.22,1,-1260280533333323.5,0.98
0.13,0.73,0.25,1,-2092507733333338.5,0.98
0.13,0.73,0.28,1,-2828754133333328.0,0.98
0.13,0.73,0.31,1,-3469019733333339.5,0.98
0.13,0.73,0.33999999999999997,1,-4013304533333328.5,0.98
0.13,0.73,0.37,1,-4461608533333337.0,0.98
0.13,0.73,0.4,1,-4813931733333329.0,0.98
0.13,0.73,0.43,1,-5070274133333338.0,0.98
0.13,0.73,0.45999999999999996,1,-5230635733333338.0,0.98
0.13,0.73,0.49,1,-5295016533333327.0,0.98
0.13,0.73,0.52,1,-5263416533333341.0,0.98
0.13,0.73,0.55,1,-5135835733333322.0,0.98
0.13,0.73,0.58,1,-4912274133333335.0,0.98
0.13,0.76,0.19,1,-332939733333331.44,0.98
0.13,0.76,0.22,1,-1261147733333323.5,0.98
0.13,0.76,0.25,1,-2093374933333339.2,0.98
0.13,0.76,0.28,1,-2829621333333327.5,0.98
0.13,0.76,0.31,1,-3469886933333339.0,0.98
0.13,0.76,0.33999999999999997,1,-4014171733333328.0,0.98
0.13,0.76,0.37,1,-4462475733333336.5,0.98
0.13,0.76,0.4,1,-4814798933333329.0,0.98
0.13,0.76,0.43,1,-5071141333333338.0,0.98
0.13,0.76,0.45999999999999996,1,-5231502933333337.0,0.98
0.13,0.76,0.49,1,-5295883733333327.0,0.98
0.13,0.76,0.52,1,-5264283733333340.0,0.98
0.13,0.76,0.55,1,-5136702933333322.0,0.98
0.13,0.76,0.58,1,-4913141333333335.0,0.98
0.13,0.76,0.61,1,-4593598933333321.0,0.98
0.13,0.79,0.19,1,-333864533333331.5,0.98
0.13,0.79,0.22,1,-1262072533333323.8,0.98
0.13,0.79,0.25,1,-2094299733333338.2,0.98
0.13,0.79,0.28,1,-2830546133333328.0,0.98
0.13,0.79,0.31,1,-3470811733333339.0,0.98
0.13,0.79,0.33999999999999997,1,-4015096533333328.5,0.98
0.13,0.79,0.37,1,-4463400533333336.5,0.98
0.13,0.79,0.4,1,-4815723733333331.0,0.98
0.13,0.79,0.43,1,-5072066133333340.0,0.98
0.13,0.79,0.45999999999999996,1,-5232427733333339.0,0.98
0.13,0.79,0.49,1,-5296808533333328.0,0.98
0.13,0.79,0.52,1,-5265208533333342.0,0.98
0.13,0.79,0.55,1,-5137627733333323.0,0.98
0.13,0.79,0.58,1,-4914066133333336.0,0.98
0.13,0.79,0.61,1,-4594523733333323.0,0.98
0.13,0.79,0.64,1,-4179000533333343.0,0.98
0.13,0.82,0.19,1,-334846933333331.44,0.98
0.13,0.82,0.22,1,-1263054933333323.5,0.98
0.13,0.82,0.25,1,-2095282133333338.5,0.98
0.13,0.82,0.28,1,-2831528533333329.0,0.98
0.13,0.82,0.31,1,-3471794133333340.0,0.98
0.13,0.82,0.33999999999999997,1,-4016078933333329.5,0.98
0.13,0.82,0.37,1,-4464382933333337.5,0.98
0.13,0.82,0.4,1,-4816706133333329.0,0.98
0.13,0.82,0.43,1,-5073048533333338.0,0.98
0.13,0.82,0.45999999999999996,1,-5233410133333337.0,0.98
0.13,0.82,0.49,1,-5297790933333326.0,0.98
0.13,0.82,0.52,1,-5266190933333340.0,0.98
0.13,0.82,0.55,1,-5138610133333321.0,0.98
0.13,0.82,0.58,1,-4915048533333334.0,0.98
0.13,0.82,0.61,1,-4595506133333321.0,0.98
0.13,0.82,0.64,1,-4179982933333341.0,0.98
0.13,0.82,0.6699999999999999,1,-3668478933333338.0,0.98
0.13,0.85,0.19,1,-335886933333331.5,0.98
0.13,0.85,0.22,1,-1264094933333323.5,0.98
0.13,0.85,0.25,1,-2096322133333338.8,0.98
0.13,0.85,0.28,1,-2832568533333327.5,0.98
0.13,0.85,0.31,1,-3472834133333339.0,0.98
0.13,0.85,0.33999999999999997,1,-4017118933333328.5,0.98
0.13,0.85,0.37,1,-4465422933333336.5,0.98
0.13,0.85,0.4,1,-4817746133333329.0,0.98
0.13,0.85,0.43,1,-5074088533333338.0,0.98
0.13,0.85,0.45999999999999996,1,-5234450133333337.0,0.98
0.13,0.85,0.49,1,-5298830933333327.0,0.98
0.13,0.85,0.52,1,-5267230933333340.0,0.98
0.13,0.85,0.55,1,-5139650133333322.0,0.98
0.13,0.85,0.58,1,-4916088533333335.0,0.98
0.13,0.85,0.61,1,-4596546133333322.0,0.98
0.13,0.85,0.64,1,-4181022933333341.5,0.98
0.13,0.85,0.6699999999999999,1,-3669518933333338.0,0.98
0.13,0.85,0.7,1,-3062034133333329.0,0.98
0.13,0.88,0.19,1,-336984533333331.5,0.98
0.13,0.88,0.22,1,-1265192533333323.5,0.98
0.13,0.88,0.25,1,-2097419733333338.2,0.98
0.13,0.88,0.28,1,-2833666133333329.0,0.98
0.13,0.88,0.31,1,-3473931733333340.0,0.98
0.13,0.88,0.33999999999999997,1,-4018216533333329.5,0.98
0.13,0.88,0.37,1,-4466520533333337.5,0.98
0.13,0.88,0.4,1,-4818843733333328.0,0.98
0.13,0.88,0.43,1,-5075186133333338.0,0.98
0.13,0.88,0.45999999999999996,1,-5235547733333337.0,0.98
0.13,0.88,0.49,1,-5299928533333326.0,0.98
0.13,0.88,0.52,1,-5268328533333340.0,0.98
0.13,0.88,0.55,1,-5140747733333321.0,0.98
0.13,0.88,0.58,1,-4917186133333334.0,0.98
0.13,0.88,0.61,1,-4597643733333321.0,0.98
0.13,0.88,0.64,1,-4182120533333341.0,0.98
0.13,0.88,0.6699999999999999,1,-3670616533333337.5,0.98
0.13,0.88,0.7,1,-3063131733333328.5,0.98
0.13,0.88,0.73,1,-2359666133333344.0,0.98
0.13,0.9099999999999999,0.19,1,-338139733333331.44,0.98
0.13,0.9099999999999999,0.22,1,-1266347733333323.5,0.98
0.13,0.9099999999999999,0.25,1,-2098574933333338.8,0.98
0.13,0.9099999999999999,0.28,1,-2834821333333327.5,0.98
0.13,0.9099999999999999,0.31,1,-3475086933333339.0,0.98
0.13,0.9099999999999999,0.33999999999999997,1,-4019371733333328.0,0.98
0.13,0.9099999999999999,0.37,1,-4467675733333336.5,0.98
0.13,0.9099999999999999,0.4,1,-4819998933333330.0,0.98
0.13,0.9099999999999999,0.43,1,-5076341333333339.0,0.98
0.13,0.9099999999999999,0.45999999999999996,1,-5236702933333339.0,0.98
0.13,0.9099999999999999,0.49,1,-5301083733333328.0,0.98
0.13,0.9099999999999999,0.52,1,-5269483733333342.0,0.98
0.13,0.9099999999999999,0.55,1,-5141902933333323.0,0.98
0.13,0.9099999999999999,0.58,1,-4918341333333336.0,0.98
0.13,0.9099999999999999,0.61,1,-4598798933333323.0,0.98
0.13,0.9099999999999999,0.64,1,-4183275733333343.0,0.98
0.13,0.9099999999999999,0.6699999999999999,1,-3671771733333339.5,0.98
0.13,0.9099999999999999,0.7,1,-3064286933333330.5,0.98
0.13,0.9099999999999999,0.73,1,-2360821333333346.0,0.98
0.13,0.9099999999999999,0.76,1,-1561374933333323.5,0.98
0.13,0.94,0.19,1,-339352533333331.5,0.98
0.13,0.94,0.22,1,-1267560533333323.5,0.98
0.13,0.94,0.25,1,-2099787733333339.0,0.98
0.13,0.94,0.28,1,-2836034133333327.5,0.98
0.13,0.94,0.31,1,-3476299733333338.5,0.98
0.13,0.94,0.33999999999999997,1,-4020584533333328.0,0.98
0.13,0.94,0.37,1,-4468888533333336.0,0.98
0.13,0.94,0.4,1,-4821211733333328.0,0.98
0.13,0.94,0.43,1,-5077554133333338.0,0.98
0.13,0.94,0.45999999999999996,1,-5237915733333337.0,0.98
0.13,0.94,0.49,1,-5302296533333326.0,0.98
0.13,0.94,0.52,1,-5270696533333340.0,0.98
0.13,0.94,0.55,1,-5143115733333321.0,0.98
0.13,0.94,0.58,1,-4919554133333334.0,0.98
0.13,0.94,0.61,1,-4600011733333321.0,0.98
0.13,0.94,0.64,1,-4184488533333341.0,0.98
0.13,0.94,0.6699999999999999,1,-3672984533333337.5,0.98
0.13,0.94,0.7,1,-3065499733333328.5,0.98
0.13,0.94,0.73,1,-2362034133333344.0,0.98
0.13,0.94,0.76,1,-1562587733333321.5,0.98
0.13,0.94,0.79,1,-667160533333343.9,0.98
0.13,0.97,0.19,1,-340622933333331.3,0.98
0.13,0.97,0.22,1,-1268830933333323.5,0.98
0.13,0.97,0.25,1,-2101058133333338.8,0.98
0.13,0.97,0.28,1,-2837304533333327.5,0.98
0.13,0.97,0.31,1,-3477570133333339.0,0.98
0.13,0.97,0.33999999999999997,1,-4021854933333328.5,0.98
0.13,0.97,0.37,1,-4470158933333336.5,0.98
0.13,0.97,0.4,1,-4822482133333329.0,0.98
0.13,0.97,0.43,1,-5078824533333338.0,0.98
0.13,0.97,0.45999999999999996,1,-5239186133333337.0,0.98
0.13,0.97,0.49,1,-5303566933333327.0,0.98
0.13,0.97,0.52,1,-5271966933333340.0,0.98
0.13,0.97,0.55,1,-5144386133333322.0,0.98
0.13,0.97,0.58,1,-4920824533333335.0,0.98
0.13,0.97,0.61,1,-4601282133333322.0,0.98
0.13,0.97,0.64,1,-4185758933333341.5,0.98
0.13,0.97,0.6699999999999999,1,-3674254933333338.0,0.98
0.13,0.97,0.7,1,-3066770133333329.0,0.98
0.13,0.97,0.73,1,-2363304533333344.5,0.98
0.13,0.97,0.76,1,-1563858133333322.0,0.98
0.13,0.97,0.79,1,-668430933333344.2,0.98
0.16,0.28,0.09999999999999999,1,-133358933333334.53,0.98
0.16,0.31,0.09999999999999999,1,-133342933333334.81,0.98
0.16,0.31,0.13,1,-1161314133333337.2,0.98
0.16,0.33999999999999997,0.09999999999999999,1,-133384533333334.39,0.98
0.16,0.33999999999999997,0.13,1,-1161355733333337.8,0.98
0.16,0.33999999999999997,0.16,1,-2093346133333333.8,0.98
0.16,0.37,0.09999999999999999,1,-133483733333334.72,0.98
0.16,0.37,0.13,1,-1161454933333337.2,0.98
0.16,0.37,0.16,1,-2093445333333333.8,0.98
0.16,0.37,0.19,1,-2929454933333323.0,0.98
0.16,0.4,0.09999999999999999,1,-133640533333334.34,0.98
0.16,0.4,0.13,1,-1161611733333337.2,0.98
0.16,0.4,0.16,1,-2093602133333333.8,0.98
0.16,0.4,0.19,1,-2929611733333323.0,0.98
0.16,0.4,0.22,1,-3669640533333338.5,0.98
0.16,0.43,0.09999999999999999,1,-133854933333335.47,0.98
0.16,0.43,0.13,1,-1161826133333337.2,0.98
0.16,0.43,0.16,1,-2093816533333333.8,0.98
0.16,0.43,0.19,1,-2929826133333323.0,0.98
0.16,0.43,0.22,1,-3669854933333339.5,0.98
0.16,0.43,0.25,1,-4313902933333330.0,0.98
0.16,0.45999999999999996,0.09999999999999999,1,-134126933333335.16,0.98
0.16,0.45999999999999996,0.13,1,-1162098133333337.2,0.98
0.16,0.45999999999999996,0.16,1,-2094088533333333.8,0.98
0.16,0.45999999999999996,0.19,1,-2930098133333323.0,0.98
0.16,0.45999999999999996,0.22,1,-3670126933333339.5,0.98
0.16,0.45999999999999996,0.25,1,-4314174933333329.0,0.98
0.16,0.45999999999999996,0.28,1,-4862242133333341.0,0.98
0.16,0.49,0.09999999999999999,1,-134456533333334.86,0.98
0.16,0.49,0.13,1,-1162427733333337.5,0.98
0.16,0.49,0.16,1,-2094418133333334.0,0.98
0.16,0.49,0.19,1,-2930427733333323.5,0.98
0.16,0.49,0.22,1,-3670456533333339.0,0.98
0.16,0.49,0.25,1,-4314504533333330.0,0.98
0.16,0.49,0.28,1,-4862571733333342.0,0.98
0.16,0.49,0.31,1,-5314658133333332.0,0.98
0.16,0.52,0.09999999999999999,1,-134843733333335.34,0.98
0.16,0.52,0.13,1,-1162814933333337.2,0.98
0.16,0.52,0.16,1,-2094805333333334.0,0.98
0.16,0.52,0.19,1,-2930814933333323.0,0.98
0.16,0.52,0.22,1,-3670843733333339.5,0.98
0.16,0.52,0.25,1,-4314891733333330.5,0.98
0.16,0.52,0.28,1,-4862958933333343.0,0.98
0.16,0.52,0.31,1,-5315045333333333.0,0.98
0.16,0.52,0.33999999999999997,1,-5671150933333333.0,0.98
0.16,0.55,0.09999999999999999,1,-135288533333335.11,0.98
0.16,0.55,0.13,1,-1163259733333337.8,0.98
0.16,0.55,0.16,1,-2095250133333333.8,0.98
0.16,0.55,0.19,1,-2931259733333323.5,0.98
0.16,0.55,0.22,1,-3671288533333339.5,0.98
0.16,0.55,0.25,1,-4315336533333330.5,0.98
0.16,0.55,0.28,1,-4863403733333343.0,0.98
0.16,0.55,0.31,1,-5315490133333332.0,0.98
0.16,0.55,0.33999999999999997,1,-5671595733333333.0,0.98
0.16,0.55,0.37,1,-5931720533333335.0,0.98
0.16,0.58,0.09999999999999999,1,-135790933333334.16,0.98
0.16,0.58,0.13,1,-1163762133333337.5,0.98
0.16,0.58,0.16,1,-2095752533333334.0,0.98
0.16,0.58,0.19,1,-2931762133333323.5,0.98
0.16,0.58,0.22,1,-3671790933333338.5,0.98
